[149569891127660544],"[t-minus 10 minutes until interview timeeeee. #nervous]",[fear] 
[144480945788035073],"[Days like this make me so happy to have a convertible  #topdown #happy]",[joy] 
[147292333170372609],"[Its actually reallly nice outside #happy]",[joy] 
[148058030334951426],"[Theres never any advil when you need some! #irritated]",[anger] 
[136519940869062656],"[Your voice is like a fuck to my ears.  #annoying]",[anger] 
[147915931002224641],"[@dustinchung  just heard you mix  @drumndj  #love]",[love] 
[136504548889083904],"[When someone knows how to make you feel so much better. #happy :-)]",[joy] 
[144964200375123968],"[ANOTHER shooting at Virginia Tech? #sad]",[sadness] 
[147730128846327808],"[Home for the holidays #happy]",[joy] 
[139876669203816448],"[I hate wraping up a fresh wrap!!! #Annoying]",[anger] 
[140612656368320513],"[Het moeilijkste moment is als ik ga slapen en me blackberry weg moet leggen #love]",[love] 
[143088528820146176],"[Im on my dont fuck with me mood tonight, if you do... youre getting laxatives in your drink! #rage]",[anger] 
[144946094089043968],"[Every single freakin status! Come on dude, really. Liking them all isnt gonna get you any! #Annoyed]",[anger] 
[138831724024053760],"[Officially finished with the thesis... #shit. #nervous....:/]",[fear] 
[139715636334047233],"[@jlc03003  what about me :( #forgotten #sad]",[sadness] 
[147240585101717504],"[I hate when some people drink. Some ppl are chill while others can just get OC #irritated]",[anger] 
[136888048901308416],"[Its crazy to think I might be in love with my best friend and she doesnt want to be together :(. #depressed]",[sadness] 
[134994458772119552],"[i hate when my brother dates whores from my school........ #disgusting]",[anger] 
[144946918483689472],"[i have been call part of the #prettyboycrew but not the #badboycrew. now that is a change. #proud lol]",[joy] 
[148602209851015168],"[When  @tylershaw09  breaks my heart and when she sees this shell laugh #sadness]",[sadness] 
[135656317896503296],"[Im glad I got out of the shittiest relationship and got back to the one I was always supposed to have. #thankful]",[thankfulness] 
[137189236007907329],"[Coaching session with  @adameccleston  in few minutes. Took me off security cushion and onto the Beanstalk! #Excited]",[joy] 
[138871603667808256],"[Im halfway there to listening to what Ive heard is a really phenomenal song. #anxious  @wizardcud]",[fear] 
[146044105762414593],"[Still up handwriting this shit cause my printer aint working.. #rage]",[anger] 
[139796533280378882],"[Love my family, But I can only handle them in small doses. #annoyed #overstuffed]",[anger] 
[138066028612689920],"[Marvelous walk with  @LifeWithCurly . Picked up mint hardcover of Game of Thrones at B&N. Now a quick call to my teacher, then Rocky. #Happy]",[joy] 
[138804550609014786],"[Loves biting into moldy bread....not so much #disgusting #mouthwash]",[anger] 
[141158839281135616],"[Playin dha same damn song on a scratched cd #Annoying]",[anger] 
[142663078406930433],"[i love seeing people get happy when they see that i have brownies. #makesmehappy to see them #happy :)]",[joy] 
[139591715655921664],"[@aweicht11  FOR SURE! I loved it! And it ended at a good part I figured thats where it would end But now I cant wait for Part 2! #Anxious]",[fear] 
[145043177789861888],"[And if a niggas cant pay a chick school loans but her the latest red bottoms or drive a nice car bitches aint fucking wit him #Sad]",[sadness] 
[143712864258097152],"[If someone says another thing Bout  @TRBNAtor  it will not be a good day for them :) #Annoyed #Ogre]",[anger] 
[145633480422866945],"[@liamrockall  very quite now rocky?? #elclasico]",[sadness] 
[143416911760330753],"[#20factsaboutme I cant live without twitter... #sad.]",[sadness] 
[142262166639222784],"[Im still up doing homework, Ive had no sleep, the LAST thing I want to hear is my Roommates NON-STOP ALARM CLOCK! #Annoyed]",[anger] 
[141039354821877760],"[I want someone to spoil <3  #Love ..]",[love] 
[144474821277908993],"[AutoCAD is fucking terrible! #annoyed..]",[anger] 
[148483498070650880],"[Possum in my front yard. POSSUM IN MY FRONT YARD! AAHHHH!!! #Disgusting]",[anger] 
[136903988309278720],"[@ the #empire7 theaters about to take in #marthamarcymaymarlene  @olsenelizabeth  #excitement]",[joy] 
[144111548569358336],"[Now  @NENE_BOSSYAZZ  wit the #Lies!!! Ive seen you work... Smh #Sad @kayluvs_u]",[sadness] 
[138997308917432320],"[@minnieeeeeeee  I keep nodding off.. #embarrassment]",[sadness] 
[144181409924382720],"[Extreme Makeover just made me cry my eyes out. Wow it makes you so thankful for what you have. #thankful]",[thankfulness] 
[141213957494013952],"[@xRayyVision in the car wit yu kno who. #Annoyed]",[anger] 
[136648329659551745],"[Im irritated and annoyed with everyone... Sorry if Im being a bitch. #annoyed]",[anger] 
[148184999940730880],"[Jammin in bed just listening till music all night #love #coulddothisforever]",[love] 
[148816299236139009],"[hafta sleep para may energy for tomorrow sa genting..#excited]",[joy] 
[145779216540106752],"[Dont want to go home on Monday. #sad]",[sadness] 
[140325041157058560],"[Feel like the biggest asshole in the world right now. Prolly gunns kill myself noe #sadness #inlove]",[sadness] 
[143776901062864896],"[love coloring peoples hair #happiness]",[joy] 
[149814437044424705],"[@ItsLucien  is in stafford tonight!! #happy]",[joy] 
[146858215991296000],"[soo not guna lie i used to have so many dreams about  @RobKardashian   baha #embarrassing]",[sadness] 
[145991823180046336],"[On the way 2 my nephews 4th B-Day party... HAPPY B-DAY (again) MONTRELL WHITE!!!....#love]",[love] 
[149876412378120192],"[“ @tamiyafking :  @iamgroov  keeping busy--helping other people cultivate their artistry. trying to get my single finished by Jan #excited :)]",[joy] 
[141166991938564096],"[Why cant dunwoody high have cell phone service? #annoyed]",[anger] 
[138700907524276224],"[Trust me, when Momma aint happy, no one is happy!  #annoyed]",[anger] 
[146445696491470848],"[Crosby is out indefinitely.. Seriously? #depressing]",[sadness] 
[145177658693664769],"[writing this english paper sucks. i have it all in my head but then cant put it into words! #frustrated]",[anger] 
[146128600410759169],"[Not happy with Monday mornings back on the torpoint ferries #depressed]",[sadness] 
[135762367232491520],"[@justinbieber  I couldnt see you when you where in Madrid. If you follow me, I will be #happy :) #TEAMO >18]",[joy] 
[139115427828727808],"[I allow everyone to walk all over me #sad]",[sadness] 
[137995297925246976],"[Wish this game would hurry up and end! #annoyed]",[anger] 
[148197295207350273],"[when people spell allowed as aloud #annoying]",[anger] 
[147947044043104258],"[Everything is clearer when youre in #love]",[love] 
[141420205728477184],"[@JadeSiddiqui21 I had to turn it off no one likes a scouse bird with in every sentence the word #errrmmmmm comes before #annoying]",[anger] 
[145032597326667776],"[Tomorrow goong to see  @reecemastin  perform. #excited!! :))]",[joy] 
[140188754232090624],"[Nine straight fours today #Igolf #annoying #444444444]",[anger] 
[141243268666109952],"[Doesnt understand how when Im at the doctors office then people that come in after me somehow always get put in front of me #annoyed]",[anger] 
[135001609380970496],"[#FF  @SugaJam  because I married him. And its our Anniversary today! #love #thatisall]",[love] 
[138667595883749376],"[Blue Peter is TRENDING! #joy]",[joy] 
[144615626776907776],"[Cant sleep on my left side cause my ear hurts too much... #joy]",[joy] 
[138420902625951745],"[Today I listened to  @SIDT s podcast at the first Big Pour with  @unclecrappy . Made me #homesick]",[sadness] 
[144795107739172864],"[Passplus is back on the road tomorrow#excited]",[joy] 
[146573612730679296],"[Why can my parents never make me a milky tea with half a spoonful of sugar #annoying]",[anger] 
[149170622721818624],"[I feel like Donkey after Shrek juss ditched him && ishh ! #Lonely]",[sadness] 
[137189300843450369],"[UCAS application done and dusted.  #relieved Fingers crossed I get my 1st choice!  #anxious]",[fear] 
[147789209191714817],"[So many limos. Not one are famous. Just old richies. Britney, Justin, kardash, where are you?? #disappointed]",[sadness] 
[140041322760388611],"[Got my laptop and heading to AT&T to finish my iPhone #thankful #blessed]",[thankfulness] 
[139883520846868480],"[Just hit the iPod jackpot! 3  @ChrisYoungMusic  songs in a row while on shuffle! Thats never happened before with any other artist. #Thankful]",[thankfulness] 
[135200207699845120],"[Super long day finished, choreo, practices then run throughs downtown for the comp this weekend. Soo exhausted but loving the moment #PRIDE]",[joy] 
[147985249207455744],"[Dear facebook , I know I have 59 new mail .. Stop taunting me with it .. Sincerely , #irritated ..]",[anger] 
[139593451065978881],"[I have so much I could blog about...I cant even make enough sense out of my thoughts though. -_____- #depressed]",[sadness] 
[145515023593242625],"[Special Shout out to The Winthrop #SGRHOs who were in the building!  U wouldnt understand that bond!  #love]",[love] 
[147454577929764864],"[want my first tattoo on the side of my ribs #excited]",[joy] 
[141829001097396225],"[@NaRakaTub  Right ;) She was dummer than a box of rocks. #Annoying]",[anger] 
[143070093612564481],"[Ive tried my best to talk to you about it but you just keep ignoring me #disappointed #whohaveyoubecome]",[sadness] 
[147415538488983553],"[I find loading your handkerchief up w/ snot, using it to dig out boogers & stuffing in your pocket to do it again later utterly disgusting.]",[anger] 
[139517045984337920],"[Just got a iPhone 4s. My phone is finally up to date! #excited]",[joy] 
[136136610982019074],"[dis class almost ova #happy]",[joy] 
[138808540268732417],"[@taylorswift13  world tour DVD/CD out today!!! #excited #speaknow]",[joy] 
[141994997309386752],"[watching the Devil wears Prada...the funny thing is that my bf is actually enjoying it more than me!!! #love]",[love] 
[140892922173329408],"[Im really not in the mood for anything but food right now -___- #frustrated]",[anger] 
[145572938014408704],"[I Found this amazing and quick way to weight-loss, its so easy! Order before theyre sold out! http://ultimatewebnews.com]",[anger] 
[145963402932654080],"[@studringbat  worst Christmas jumper I have seen! #disappointing]",[sadness] 
[144608519507808258],"[If I dont get a letter tomorrow Im gonna cry #sad]",[sadness] 
[148056817262526464],"[My hair smells like one huge ashtray #delightful]",[joy] 
[146771353129861121],"[The #LAKings held a 21-19 shots on goal advantage through 2 periods. Dustin Brown leads the Kings with 4 shots and 5 hits.]",[anger] 
[137671786648190976],"[If I had a gun I swear Id  shoot the cat doing whatever its doing outside..#annoyed]",[anger] 
[144148956807573504],"[Dont judge me your not God. #annoyed]",[anger] 
[136098304084811777],"[Hope I get a good response #nervous]",[fear] 
[149643476345176065],"[Grossest thing iv heard all day my grandma to my grandpa do you want to come grease me up #disgusting]",[anger] 
[144075853167460352],"[I wish my #wordswithfriends app would stop being gay and just open already!!! #annoyed]",[anger] 
[139840062417408000],"[I so wanna go shopping for black Friday tonight. #disappointed]",[sadness] 
[143410275247337473],"[@justinbieber  your on So Random tonight!!!!!!!!!!!!!! #excited]",[joy] 
[149331254569992193],"[yep, made the choice, if its still in stores. #excited]",[joy] 
[146584638259871744],"[Why I gotta be the 1 to get crossed& I didnt even do anything to you #hurt]",[sadness] 
[139244053513515008],"[Waiting in the pouring rain for  @justinbieber  for like hours to find out we cant even see him.. #depressed]",[sadness] 
[134737100640751617],"[Snowy owls! *Dies of happiness* And Snowy Owl-lets! #Bliss]",[joy] 
[139652622868168704],"[Done playing Rayman with my man now I can finally pass out #happy]",[joy] 
[141218278352764929],"[If Muhfuckas Knew What was On My Mind They Would #Worry]",[fear] 
[136904676879765506],"[Getting my moms Denali and trading my car in :) #excited]",[joy] 
[138460363485216768],"[That moment when you have an itch but you cant find the exact spot thats itching. #annoying]",[anger] 
[135745964601389057],"[We talked all night n so far Ive Been thinking about him all day.. Im not afraid to say it, feels like #love]",[love] 
[138452172751896576],"[Excited to fly to Boulder, CO tomorrow for a job interview that will be the job of a lifetime for me I hope! #nervous #iamtheonetheywant]",[fear] 
[138234631379099648],"[Gm beautiful people. New day, new beginnings, and new blessings.#Thankful]",[thankfulness] 
[139718444886147073],"[laying in bed today still because I dont have school or soccer. #thankful]",[thankfulness] 
[136110775189250049],"[Tired of hearing the word provoke.. #annoyed]",[anger] 
[144791168935407616],"[Today, while at work, a kid rubbed her snotty nose across my arm. & it wasnt just any snot, it was thick & green. #AlmostPuked #disgusting]",[anger] 
